"...1","id","title","date","group_name","people","total_weight","area_cleaned","cleanup_duration","location","lat","long","total_items","plastic","glass","metal","cloth","mixed","paper_wood","dumping","eating.drinking","fishing","personal.hygiene","recreation","smoking","various","construction","clothing_fabric","miscellaneous","paper_wood_products","tires","six_pack_holders","bags_plastic","bags_paper","beverage_containers","bottle_caps","bottles","cans","container_closures","foodware","straws_stirrers","takeout_food_containers_plastic","takeout_food_containers_paper","utensils","wrappers","buoys_pots_traps_floats","fishing_gear","fishing_lines","fishing_net_and_rope","diapers","personal_care_products","ppe","syringes","tampons_applicators","balloons","fireworks","shotgun_wads_shells","packaging_and_other_smoking","cigar_tips","cigarette_butts","e_cigarettes","lighter","glass_fragments","metal_fragments","packaging","plastic_fragments","source","adults","children","distance_cleaned","number_of_bags","site_length","total_weight_kg"
201,74232,NA,2018-12-11,"Keep By The Sea",20,3.18,0,NA,NA,35.123418243437,-120.63350891605,103,85,4,4,0,0,7,0,53,0,0,1,31,15,0,0,1,0,NA,0,10,4,0,4,1,3,3,3,0,0,0,0,28,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,3,0,0,12,"tides",3,17,0.25,NA,NA,NA
202,74230,NA,2018-12-12,"Keep By The Sea",19,9.5,0,NA,NA,35.123418243437,-120.63350891605,469,454,5,7,0,0,0,0,88,0,0,0,341,37,0,0,0,0,NA,0,0,0,0,23,4,4,3,0,0,2,0,1,54,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,1,5,0,0,32,"tides",4,15,0.25,NA,NA,NA
203,57685,NA,2018-12-17,"none",1,0.56,0,NA,NA,35.41346,-120.8742,8,8,0,0,0,0,0,0,0,0,0,1,3,4,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,4,"tides",1,0,0.1146,NA,NA,NA
204,57687,NA,2018-12-17,"none",1,1.72,0,NA,NA,35.42179,-120.87741,18,16,0,0,0,2,0,0,0,2,0,1,2,13,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,13,"tides",1,0,0,NA,NA,NA
205,58920,NA,2018-12-18,"Keep By The Sea",18,7.86,0,NA,NA,35.123115277998,-120.63366370079,148,140,5,1,0,2,0,2,65,0,1,1,52,27,2,0,0,0,NA,0,0,0,0,28,0,0,0,0,6,5,0,1,25,0,0,0,0,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,5,0,0,22,"tides",15,3,0.25,NA,NA,NA
206,58415,NA,2018-12-19,"Keep By The Sea",18,12,0,NA,NA,35.1229845523,-120.63387498328,162,123,9,6,0,1,16,1,77,0,0,0,49,28,1,0,0,0,NA,0,19,15,0,12,1,0,7,2,6,2,0,1,19,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,1,9,0,0,19,"tides",3,15,0.25,NA,NA,NA
207,57941,NA,2018-12-25,"none",1,2.2,0,NA,NA,35.42076,-120.87817,71,68,0,0,0,3,0,0,13,3,0,0,8,47,0,0,0,0,NA,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,47,"tides",1,0,0,NA,NA,NA
208,57970,NA,2018-12-27,"none",1,0.31,0,NA,NA,35.42081,-120.87766,33,33,0,0,0,0,0,0,2,0,0,0,1,30,0,0,0,0,NA,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,30,"tides",1,0,0,NA,NA,NA
209,58304,NA,2019-01-08,"none",1,0.83,0,NA,NA,35.41815,-120.87694,84,84,0,0,0,0,0,0,1,0,0,0,2,81,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,81,"tides",1,0,0.0505,NA,NA,NA
210,74227,NA,2019-01-08,"Keep By The Sea",42,10.1,0,NA,NA,35.123418243437,-120.63350891605,253,232,11,4,0,0,5,0,77,9,0,3,155,8,0,0,3,0,NA,0,8,0,0,2,8,3,1,7,2,12,0,1,34,0,0,0,9,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,5,0,0,3,"tides",6,36,0.25,NA,NA,NA
211,74228,NA,2019-01-09,"Keep By The Sea",21,6.12,0,NA,NA,35.123418243437,-120.63350891605,94,79,4,10,0,1,0,0,35,0,0,1,46,12,0,0,0,0,NA,0,2,0,0,12,0,4,0,2,0,3,0,0,12,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,4,0,0,8,"tides",3,18,0.25,NA,NA,NA
212,58377,NA,2019-01-10,"none",1,0.19,0,NA,NA,35.42081,-120.87763,21,21,0,0,0,0,0,0,2,0,0,0,2,17,0,0,0,0,NA,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,17,"tides",1,0,0.0031,NA,NA,NA
213,58919,NA,2019-01-11,"Keep By The Sea",19,3.4,0,NA,NA,35.123115277998,-120.63366370079,85,83,0,0,0,0,2,0,47,0,0,0,11,27,0,0,0,0,NA,0,2,0,0,8,5,0,0,2,2,12,0,0,16,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,27,"tides",16,3,0.25,NA,NA,NA
214,58961,NA,2019-01-12,"none",1,1.08,0,NA,NA,35.42359,-120.87917,58,57,0,0,0,1,0,0,3,1,0,0,3,51,0,0,0,0,NA,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,51,"tides",1,0,0.0851,NA,NA,NA
215,58962,NA,2019-01-12,"none",1,1.71,0,NA,NA,35.42138,-120.87871,175,175,0,0,0,0,0,0,5,0,0,0,2,168,0,0,0,0,NA,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,168,"tides",1,0,0.0032,NA,NA,NA
216,59237,NA,2019-01-17,"none",1,0.26,0,NA,NA,35.4184,-120.87658,31,31,0,0,0,0,0,0,7,0,0,0,2,22,0,0,0,0,NA,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,22,"tides",1,0,0.3937,NA,NA,NA
217,67680,NA,2019-01-17,"Keep By the Sea",24,8,0,NA,NA,35.123009682346,-120.63359402323,132,121,1,5,0,4,0,1,62,2,0,2,31,33,1,0,1,0,NA,0,9,0,0,10,1,1,1,1,2,4,0,1,33,2,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,1,0,0,32,"tides",5,19,0.25,NA,NA,NA
218,67681,NA,2019-01-17,"Keep By the Sea",22,8.2,0,NA,NA,35.123009682346,-120.63359402323,149,137,2,4,0,5,1,5,41,0,0,0,80,23,5,0,0,0,NA,0,1,0,0,10,0,1,0,2,4,3,0,0,20,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,2,0,0,21,"tides",3,19,0.25,NA,NA,NA
219,59238,NA,2019-01-18,"none",1,0.01,0,NA,NA,35.41307,-120.87411,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,"tides",1,0,0.0418,NA,NA,NA
220,59239,NA,2019-01-18,"none",1,0.83,0,NA,NA,35.41985,-120.87734,87,87,0,0,0,0,0,0,6,0,0,0,0,81,0,0,0,0,NA,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,81,"tides",1,0,0.0447,NA,NA,NA
221,59240,NA,2019-01-18,"none",1,0.14,0,NA,NA,35.4204,-120.87794,7,6,0,0,0,1,0,0,0,0,0,0,1,6,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,1,5,"tides",1,0,0,NA,NA,NA
222,74229,NA,2019-01-18,"Keep By The Sea",22,3.9,0,NA,NA,35.123418243437,-120.63350891605,182,167,7,6,0,1,1,0,73,1,0,5,68,35,0,0,5,0,NA,0,4,1,0,11,1,2,0,0,5,0,0,3,46,1,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,3,7,0,0,28,"tides",3,19,0.25,NA,NA,NA
223,59283,NA,2019-01-19,"none",1,0.26,0,NA,NA,35.42056,-120.87765,28,28,0,0,0,0,0,0,3,0,0,1,0,24,0,0,0,0,NA,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,24,"tides",1,0,0,NA,NA,NA
224,67679,NA,2019-01-23,"Keep By the Sea",43,12.5,0,NA,NA,35.123009682346,-120.63359402323,476,390,29,15,0,6,11,6,184,1,0,6,89,165,6,0,2,0,NA,0,6,7,0,43,5,4,25,6,9,12,0,4,88,0,0,0,1,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,1,27,0,0,138,"tides",6,37,0.25,NA,NA,NA
225,59463,NA,2019-01-24,"none",1,0.17,0,NA,NA,35.13629,-120.64052,15,9,0,4,0,0,0,0,8,0,0,0,3,2,0,0,0,0,NA,0,0,0,0,0,0,4,2,0,4,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,2,"tides",1,0,0,NA,NA,NA
226,67677,NA,2019-01-24,"Keep By the Sea",22,7.1,0,NA,NA,35.123009682346,-120.63359402323,109,105,0,0,0,0,0,0,33,0,0,0,22,50,0,0,0,0,NA,0,0,0,0,7,0,0,4,0,5,0,0,0,21,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,50,"tides",4,18,0.25,NA,NA,NA
227,67678,NA,2019-01-24,"Keep By the Sea",23,4.3,0,NA,NA,35.123009682346,-120.63359402323,150,137,3,10,0,0,0,0,52,1,0,1,54,42,0,0,1,0,NA,0,3,0,0,15,0,1,0,0,5,0,0,0,28,0,0,0,1,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,3,0,0,39,"tides",4,19,0.25,NA,NA,NA
228,67676,NA,2019-02-07,"Keep By the Sea",36,7,0,NA,NA,35.123009682346,-120.63359402323,270,228,15,7,0,8,2,8,138,1,0,10,53,50,8,0,8,0,NA,0,11,2,0,30,8,0,10,0,14,4,0,4,65,0,0,0,1,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,12,0,0,38,"tides",5,31,0.25,NA,NA,NA
229,62508,NA,2019-02-11,"Central Coast New Tech High School",2,9,0,NA,NA,35.140457397213,-120.64471059704,192,167,16,5,0,0,2,0,63,0,0,2,55,70,0,0,0,0,NA,0,3,0,0,15,5,5,2,4,1,0,0,2,28,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,11,0,2,57,"tides",2,0,2,1,NA,NA
230,65225,NA,2019-02-17,"none",1,3.96,0,NA,NA,35.41372,-120.87402,24,16,0,0,0,7,0,0,7,7,0,0,0,9,0,0,0,0,NA,0,1,0,0,4,1,0,1,0,1,0,0,0,0,0,7,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,9,"tides",1,0,0.1288,NA,NA,NA
231,65227,NA,2019-02-17,"none",1,0.12,0,NA,NA,35.41988,-120.8772,14,13,0,0,0,0,0,0,1,0,0,0,1,11,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,11,"tides",1,0,0.0596,NA,NA,NA
232,65286,NA,2019-02-19,"none",1,0.91,0,NA,NA,35.42046,-120.87755,39,38,0,0,0,1,0,0,3,1,0,0,0,35,0,0,0,0,NA,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,35,"tides",1,0,0.0137,NA,NA,NA
233,67673,NA,2019-02-26,"Keep By the Sea",40,8,0,NA,NA,35.123009682346,-120.63359402323,217,176,0,14,0,13,12,12,68,5,0,1,93,36,12,0,1,0,NA,0,2,6,0,19,1,4,2,6,5,3,0,2,20,1,0,0,4,NA,0,0,NA,NA,NA,NA,0,1,NA,NA,NA,1,0,0,0,36,"tides",6,34,0.25,NA,NA,NA
234,67675,NA,2019-02-26,"Keep By the Sea",38,52,0,NA,NA,35.123009682346,-120.63359402323,372,323,7,28,0,4,1,4,118,0,0,0,88,153,4,0,0,0,NA,0,1,1,0,24,17,15,9,0,6,13,0,0,41,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,153,"tides",6,32,0.25,NA,NA,NA
235,67674,NA,2019-03-06,"Keep By the Sea",52,18,0,NA,NA,35.123009682346,-120.63359402323,234,198,6,6,0,4,11,4,124,12,0,7,36,42,4,0,7,0,NA,0,14,7,0,24,3,1,9,6,8,25,0,0,36,0,0,10,2,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,4,0,0,38,"tides",6,46,0.25,NA,NA,NA
236,67672,NA,2019-03-07,"Keep By the Sea",22,10,0,NA,NA,35.123009682346,-120.63359402323,141,129,5,7,0,0,0,0,75,0,0,1,36,29,0,0,1,0,NA,0,2,0,0,13,3,2,0,1,7,9,0,1,37,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,1,NA,NA,NA,0,3,0,0,26,"tides",4,18,0.25,NA,NA,NA
237,67670,NA,2019-03-12,"Keep By the Sea",19,10,0,NA,NA,35.123009682346,-120.63359402323,97,88,4,3,0,1,1,1,27,0,0,3,37,29,1,0,3,0,NA,0,4,0,0,4,1,0,0,1,3,0,0,2,12,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,3,0,0,26,"tides",3,16,0.25,NA,NA,NA
238,67671,NA,2019-03-12,"Keep By the Sea",20,5.5,0,NA,NA,35.123009682346,-120.63359402323,133,120,0,0,0,2,6,2,43,0,0,1,59,23,2,0,1,0,NA,0,1,2,0,7,2,0,5,4,3,0,0,1,23,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,23,"tides",3,17,0.25,NA,NA,NA
239,67669,NA,2019-03-14,"Keep By the Sea",42,31.5,0,NA,NA,35.123009682346,-120.63359402323,273,232,10,13,0,7,7,10,146,1,0,10,60,42,7,0,10,0,NA,0,8,5,0,14,9,7,4,17,2,2,0,4,78,0,0,0,1,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,5,0,0,37,"tides",6,36,0.25,NA,NA,NA
240,73610,NA,2019-03-26,"Keep By The Sea",41,19,0,NA,NA,35.123975198016,-120.63365212773,236,203,7,7,0,0,12,0,150,0,0,0,65,14,0,0,0,0,NA,0,2,0,0,12,10,3,7,25,1,5,0,3,89,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,5,0,0,9,"tides",6,35,0.25,NA,NA,NA
241,72947,NA,2019-03-27,"Camp KEEP By The Sea",42,3.6,0,NA,NA,35.123060092696,-120.63358983943,90,79,2,7,0,0,2,0,33,1,0,0,22,34,0,0,0,0,NA,0,5,2,0,12,3,0,0,0,1,0,0,0,10,0,0,1,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,2,0,1,31,"tides",6,36,0.25,NA,NA,NA
242,72946,NA,2019-04-03,"Camp KEEP By The Sea",36,26,0,NA,NA,35.123060092696,-120.63358983943,160,137,10,5,0,0,4,0,65,0,0,0,81,10,0,0,0,0,NA,0,4,0,0,10,6,2,4,7,3,1,0,1,31,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,4,0,0,6,"tides",6,30,0.25,NA,NA,NA
243,103751,NA,2019-04-06,"Environmental Center of San Luis Obispo",54,61,0,NA,NA,35.365408732131,-120.85999086499,1537,1363,76,46,0,13,17,11,474,36,2,2,436,554,9,0,2,0,NA,0,51,9,0,80,24,9,22,19,51,14,0,15,205,0,0,9,27,NA,0,0,NA,NA,NA,NA,0,1,NA,NA,NA,0,63,0,36,452,"tides",51,3,2,11,NA,NA
244,69008,NA,2019-04-08,"Central Coast New Tech High School",1,2,0,NA,NA,35.140862373555,-120.64499432029,104,83,5,7,0,0,7,0,77,0,1,1,16,7,0,0,0,0,NA,5,3,0,0,21,22,1,2,14,0,2,0,2,8,0,0,0,0,NA,1,0,NA,NA,NA,NA,0,3,NA,NA,NA,0,0,0,6,0,"tides",1,0,0.5,1,NA,NA
245,73608,NA,2019-04-09,"Keep By The Sea",44,29,0,NA,NA,35.123489297629,-120.63352166121,254,245,2,5,0,0,1,0,87,0,0,0,166,0,0,0,0,0,NA,0,1,0,0,15,5,1,1,1,6,23,0,7,28,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,"tides",6,38,0.25,NA,NA,NA
246,71674,NA,2019-04-20,"Myself",1,7.1,0,NA,NA,35.13703,-120.64199,81,56,7,8,0,7,0,0,60,0,1,3,5,9,0,0,8,0,NA,0,7,0,0,3,11,8,3,3,4,5,0,13,6,0,0,0,0,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,1,3,"tides",1,0,0.0062,NA,NA,NA
247,71858,NA,2019-04-23,"Becker North",2,0.03,0,NA,NA,35.12361,-120.63286,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,"tides",2,0,0.003,NA,NA,NA
248,72945,NA,2019-04-24,"Camp KEEP By The Sea",23,6,0,NA,NA,35.123060092696,-120.63358983943,194,181,3,4,0,0,2,0,79,0,0,0,107,4,0,0,0,0,NA,0,4,1,0,8,6,0,4,2,11,10,0,5,32,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,1,0,0,0,4,"tides",5,18,0.25,NA,NA,NA
249,73595,NA,2019-04-25,"Keep By The Sea",67,36.5,0,NA,NA,35.123708893439,-120.63339385758,426,312,79,23,0,0,9,0,224,0,0,0,68,131,0,0,0,0,NA,0,78,2,0,33,32,14,3,9,4,22,0,4,26,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,61,0,0,70,"tides",12,55,0.25,NA,NA,NA
250,103752,NA,2019-04-26,"Environmental Center of San Luis Obispo",18,196,0,NA,NA,35.120978801391,-120.63513801809,1750,1589,26,92,0,23,15,17,599,15,14,6,704,390,2,0,1,0,NA,0,26,2,0,106,36,50,5,42,32,6,0,15,287,1,0,2,12,NA,1,0,NA,NA,NA,NA,0,4,NA,NA,NA,1,23,0,15,349,"tides",18,0,3,15,NA,NA
251,73600,NA,2019-05-02,"Keep By The Sea",19,4,0,NA,NA,35.123967310295,-120.63307976261,132,109,14,5,0,0,3,0,48,0,0,1,45,37,0,0,1,0,NA,0,1,1,0,6,4,2,1,3,4,3,0,1,23,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,1,10,0,0,27,"tides",4,15,0.25,NA,NA,NA
252,73647,NA,2019-05-04,"Environmental Center of San Luis Obispo",26,103,0,NA,NA,35.174867335826,-120.71454803948,2118,1066,685,252,0,71,32,70,595,2,15,1,730,693,70,0,0,0,NA,20,7,26,0,253,94,63,12,10,10,0,0,17,95,0,0,2,0,NA,13,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,615,0,0,78,"tides",26,0,1,103,NA,NA
253,73659,NA,2019-05-04,"Environmental Center of San Luis Obispo",26,27,0,NA,NA,35.364488864298,-120.8527718944,437,383,16,13,0,11,6,10,147,3,2,2,210,55,10,0,1,0,NA,0,4,3,0,23,17,7,8,8,9,1,0,4,71,0,0,0,3,NA,0,0,NA,NA,NA,NA,0,3,NA,NA,NA,0,8,0,13,34,"tides",24,2,1,5,NA,NA
254,73660,NA,2019-05-04,"Environmental Center of San Luis Obispo",23,54,0,NA,NA,35.120906427438,-120.62542464466,1077,943,57,51,0,10,2,6,295,24,2,2,356,378,6,0,0,0,NA,0,31,2,0,80,19,20,14,3,19,10,0,24,87,1,0,0,23,NA,1,0,NA,NA,NA,NA,0,10,NA,NA,NA,3,48,0,26,304,"tides",23,0,2,54,NA,NA
255,73661,NA,2019-05-04,"Environmental Center of San Luis Obispo",96,197,0,NA,NA,35.174397151819,-120.72483012376,3836,3397,150,108,0,64,69,57,1206,36,10,9,824,1646,54,0,2,0,NA,4,100,23,0,158,97,44,48,84,106,44,0,35,512,0,0,35,1,NA,3,0,NA,NA,NA,NA,0,12,NA,NA,NA,3,109,0,111,1425,"tides",96,0,1,100,NA,NA
256,73602,NA,2019-05-07,"Keep By The Sea",38,25,0,NA,NA,35.123756704915,-120.63350891605,167,132,6,4,0,5,17,4,103,1,0,0,38,18,4,0,0,0,NA,0,9,17,0,20,9,3,3,1,2,8,0,2,32,1,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,4,0,0,14,"tides",5,33,0.25,NA,NA,NA
257,73604,NA,2019-05-08,"Keep By The Sea",20,11.1,0,NA,NA,35.123679179957,-120.63336089083,105,93,6,6,0,0,0,0,67,0,0,1,17,20,0,0,1,0,NA,0,3,0,0,12,3,4,0,0,2,6,0,8,29,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,6,0,0,14,"tides",3,17,0.25,NA,NA,NA
258,73638,NA,2019-05-08,"Environmental Center of San Luis Obispo",27,12,0,NA,NA,35.176501249158,-120.73116075859,738,691,22,11,0,7,1,3,224,4,0,1,109,391,3,0,0,0,NA,0,10,0,0,45,9,3,6,6,20,7,0,8,116,3,0,1,0,NA,0,0,NA,NA,NA,NA,0,3,NA,NA,NA,1,14,0,29,348,"tides",27,0,1,3,NA,NA
259,73605,NA,2019-05-09,"Keep By The Sea",22,6.26,0,NA,NA,35.123756704915,-120.63342308536,184,163,9,9,0,0,1,0,101,0,0,0,36,45,0,0,0,0,NA,0,1,0,0,11,9,2,2,1,1,5,0,1,70,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,3,0,0,42,"tides",5,17,0.25,NA,NA,NA
260,74172,NA,2019-05-09,"Keep By The Sea",18,3,0,NA,NA,35.123490194277,-120.63347228462,55,51,1,3,0,0,0,0,8,0,0,0,29,18,0,0,0,0,NA,0,0,0,0,0,0,3,0,0,3,0,0,0,2,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,1,0,0,17,"tides",3,15,0.25,NA,NA,NA
261,73172,NA,2019-05-13,"The nature Conservancy dangermond preserve",8,25.88,0,NA,NA,34.46003,-120.47312,216,162,0,0,0,45,0,0,61,18,3,22,0,103,0,0,42,0,NA,0,5,0,0,5,27,0,9,2,4,12,0,1,5,0,18,0,0,NA,3,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,2,79,"tides",8,0,0.7394,NA,NA,NA
262,73174,NA,2019-05-13,"The Nature Conservancy Dangermond Preserve",8,11.51,0,NA,NA,34.45317,-120.46595,158,128,0,0,0,29,0,0,27,4,4,11,0,111,0,0,28,0,NA,0,0,0,0,4,14,0,1,1,5,1,0,0,2,0,4,0,0,NA,4,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,3,90,"tides",8,0,1.8788,NA,NA,NA
263,73359,NA,2019-05-13,"The Nature Conservancy Dangermond Preserve",4,26.58,0,NA,NA,34.45305,-120.4183,412,342,2,2,0,61,0,0,81,13,8,17,0,288,0,0,43,0,NA,0,5,0,0,4,46,2,5,6,7,5,0,2,4,0,13,0,0,NA,8,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,14,248,"tides",4,0,1.8452,NA,NA,NA
264,73201,NA,2019-05-14,"The Nature Conservancy Dangermond Preserve",1,0.22,0,NA,NA,34.44637,-120.45278,4,3,0,0,0,1,0,0,3,0,0,0,0,1,0,0,1,0,NA,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,"tides",1,0,0.0065,NA,NA,NA
265,73606,NA,2019-05-15,"Keep By The Sea",42,21,0,NA,NA,35.123780782991,-120.63350891605,338,296,26,12,0,0,1,0,131,0,0,0,81,123,0,0,0,0,NA,0,19,0,0,9,7,8,3,3,0,1,0,0,84,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,1,24,0,0,99,"tides",8,34,0.25,NA,NA,NA
266,73607,NA,2019-05-22,"Keep By The Sea",21,6,0,NA,NA,35.123897108562,-120.63350891605,163,108,24,11,0,1,18,0,89,1,0,2,22,48,0,0,2,0,NA,0,7,1,0,20,4,1,1,19,6,17,0,5,9,1,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,1,23,0,0,25,"tides",4,17,0.25,NA,NA,NA
267,73588,NA,2019-05-23,"Keep By The Sea",42,1.41,0,NA,NA,35.123424860264,-120.63346038015,57,46,2,7,0,0,2,0,32,0,0,0,22,3,0,0,0,0,NA,0,5,2,0,12,3,0,0,0,0,0,0,0,10,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,2,0,0,1,"tides",6,36,0.25,NA,NA,NA
268,73589,NA,2019-05-23,"Keep By The Sea",36,13.3,0,NA,NA,35.123897108562,-120.63359474674,160,138,9,5,0,0,4,0,66,0,0,0,81,9,0,0,0,0,NA,0,4,0,0,10,6,2,4,8,3,1,0,1,31,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,3,0,0,6,"tides",6,30,0.25,NA,NA,NA
269,73590,NA,2019-05-23,"Keep By The Sea",23,6,0,NA,NA,35.123651402021,-120.63346600071,201,185,3,4,0,3,2,0,82,1,3,0,107,4,0,0,0,0,NA,0,8,1,0,8,6,0,4,1,11,10,0,5,32,0,0,1,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,1,0,0,0,4,"tides",5,18,0.25,NA,NA,NA
270,102885,NA,2019-05-28,"Environmental Center of San Luis Obispo",15,150,0,NA,NA,35.176162899822,-120.71645085126,1679,1044,393,222,0,2,7,2,606,0,23,3,452,582,0,0,0,0,NA,0,25,0,0,214,174,38,11,19,8,9,0,10,111,0,0,0,0,NA,20,0,NA,NA,NA,NA,0,0,NA,NA,NA,1,257,0,4,319,"tides",15,0,1,12,NA,NA
271,74171,NA,2019-05-29,"Keep By The Sea",60,15,0,NA,NA,35.123490194277,-120.63347228462,287,232,43,1,0,6,4,6,102,0,0,0,84,94,6,0,0,0,NA,0,23,0,0,12,5,0,1,13,4,2,0,3,40,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,42,0,0,52,"tides",9,51,0.25,NA,NA,NA
