"...1","id","title","date","group_name","people","total_weight","area_cleaned","cleanup_duration","location","lat","long","total_items","plastic","glass","metal","cloth","mixed","paper_wood","dumping","eating.drinking","fishing","personal.hygiene","recreation","smoking","various","construction","clothing_fabric","miscellaneous","paper_wood_products","tires","six_pack_holders","bags_plastic","bags_paper","beverage_containers","bottle_caps","bottles","cans","container_closures","foodware","straws_stirrers","takeout_food_containers_plastic","takeout_food_containers_paper","utensils","wrappers","buoys_pots_traps_floats","fishing_gear","fishing_lines","fishing_net_and_rope","diapers","personal_care_products","ppe","syringes","tampons_applicators","balloons","fireworks","shotgun_wads_shells","packaging_and_other_smoking","cigar_tips","cigarette_butts","e_cigarettes","lighter","glass_fragments","metal_fragments","packaging","plastic_fragments","source","adults","children","distance_cleaned","number_of_bags","site_length","total_weight_kg"
613,193611,NA,2021-09-26,"GStroop45201",2,1.33,0,NA,NA,35.17953,-120.73604,36,25,0,0,0,11,0,0,2,0,2,0,3,29,0,0,9,0,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,2,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,1,19,"tides",2,0,0.7088,NA,NA,NA
614,193612,NA,2021-09-26,"Morales family",2,2.36,0,NA,NA,35.42387,-120.88068,24,11,2,2,0,9,0,0,8,1,3,1,6,5,0,0,5,0,NA,0,0,0,0,1,2,1,0,0,1,0,0,0,3,0,1,0,0,NA,0,3,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,"tides",2,0,0.0169,NA,NA,NA
615,193620,NA,2021-09-26,"GStroop45201",1,0.46,0,NA,NA,35.17969,-120.73622,8,2,0,3,0,3,0,0,3,0,0,0,2,3,0,0,3,0,NA,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,"tides",1,0,0,NA,NA,NA
616,193629,NA,2021-09-26,"Team Bernick",2,9.71,0,NA,NA,35.17936,-120.73572,135,78,0,4,0,53,0,1,38,3,16,4,10,63,1,0,33,0,NA,0,0,0,3,8,3,2,0,3,2,4,0,3,10,0,3,0,0,NA,5,11,NA,NA,NA,NA,0,3,NA,NA,NA,0,0,0,3,31,"tides",2,0,0.8302,NA,NA,NA
617,193907,NA,2021-09-27,"Basura Beasts",2,13.83,0,NA,NA,35.17569,-120.71701,102,58,15,15,0,13,0,3,46,4,0,0,24,24,3,0,5,0,NA,0,0,0,0,19,16,0,1,0,1,1,0,0,9,0,4,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,1,18,"tides",2,0,0.1195,NA,NA,NA
618,194136,NA,2021-09-28,"Creeks to Coast",3,5,0,NA,NA,35.178928094141,-120.73597289719,151,142,1,7,0,0,1,0,92,0,0,1,32,26,0,0,0,0,NA,0,1,0,0,38,3,4,0,1,11,0,0,14,20,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,26,"tides",3,0,1,2,NA,NA
619,194154,NA,2021-09-28,"Creek Lands Conservation",5,32.19,0,NA,NA,35.1801,-120.73497,300,249,0,4,0,43,0,6,51,1,13,2,17,206,5,0,21,0,NA,0,4,0,0,3,7,4,4,6,4,2,0,1,20,0,1,0,0,NA,9,4,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,0,5,182,"tides",5,0,0.9916,NA,NA,NA
620,194157,NA,2021-09-28,"none",1,2.51,0,NA,NA,35.12215,-120.63462,188,181,0,0,0,6,0,0,7,1,3,1,162,13,0,0,2,0,NA,0,2,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,NA,0,3,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,1,11,"tides",1,0,0.4614,NA,NA,NA
621,194170,NA,2021-09-28,"Volley",4,4.08,0,NA,NA,35.1424,-120.64449,147,135,0,3,0,5,0,2,32,0,2,4,75,28,2,0,2,0,NA,0,4,0,0,11,1,1,4,2,3,3,0,2,5,0,0,0,0,NA,0,2,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,0,5,23,"tides",4,0,0.0357,NA,NA,NA
622,194171,NA,2021-09-28,"EcoSLO",1,1.27,0,NA,NA,35.18366,-120.70233,48,34,0,5,0,9,0,0,19,0,3,0,6,20,0,0,5,0,NA,0,0,0,0,4,0,3,0,0,1,0,0,0,11,0,0,0,0,NA,0,3,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,0,0,15,"tides",1,0,0.4017,NA,NA,NA
623,194178,NA,2021-09-28,"EcoSLO",1,1.44,0,NA,NA,35.18078,-120.7356,46,30,0,2,0,13,0,0,10,0,4,0,4,27,0,0,8,0,NA,0,2,0,0,0,2,2,1,0,4,0,0,0,0,0,0,0,0,NA,0,4,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,0,1,18,"tides",1,0,0.3215,NA,NA,NA
624,194183,NA,2021-09-28,"EcoSLO",1,1.6,0,NA,NA,35.18901,-120.71878,34,22,0,0,0,12,0,0,13,0,1,0,6,14,0,0,10,0,NA,0,2,0,1,0,1,0,0,0,3,0,0,0,6,0,0,0,0,NA,0,1,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,0,0,4,"tides",1,0,2.8271,NA,NA,NA
625,194198,NA,2021-09-28,"none",1,11.65,0,NA,NA,35.13696,-120.64178,53,43,1,5,0,3,0,0,20,0,2,21,6,3,0,0,22,0,NA,0,1,0,0,4,1,1,1,1,3,3,0,0,6,0,0,0,0,NA,0,2,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,1,1,"tides",1,0,0.2756,NA,NA,NA
626,194207,NA,2021-09-28,"none",1,1.63,0,NA,NA,35.13908,-120.64306,27,16,0,0,0,10,0,0,6,0,8,3,7,2,0,0,4,0,NA,0,2,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,0,NA,0,8,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,"tides",1,0,0.0225,NA,NA,NA
627,194212,NA,2021-09-28,"All Good",2,8.76,0,NA,NA,35.36925,-120.85229,275,243,0,11,0,21,0,5,54,2,4,1,142,67,5,0,4,0,NA,0,0,0,19,17,0,0,0,0,2,2,0,0,14,0,2,0,0,NA,0,4,NA,NA,NA,NA,0,5,NA,NA,NA,0,0,0,10,54,"tides",2,0,0.1577,NA,NA,NA
628,194216,NA,2021-09-28,"Morales family",2,2.58,0,NA,NA,35.41547,-120.87568,18,9,0,1,0,8,0,1,3,1,1,1,5,6,1,0,6,0,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,NA,0,1,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,1,0,"tides",2,0,0.2726,NA,NA,NA
629,194612,NA,2021-09-29,"Bluff",1,0.88,0,NA,NA,35.39972,-120.86078,20,17,0,1,0,2,0,0,13,0,2,1,2,2,0,0,1,0,NA,0,0,0,0,1,0,1,0,0,0,0,0,3,8,0,0,0,0,NA,1,1,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,2,"tides",1,0,0,NA,NA,NA
630,194619,NA,2021-09-29,"Lola’s",1,3.8,0,NA,NA,35.17949,-120.73658,144,115,0,2,0,26,0,0,19,0,6,1,77,40,0,0,20,0,NA,0,0,0,0,8,0,1,1,2,7,0,0,0,1,0,0,0,0,NA,4,2,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,9,12,"tides",1,0,0.5302,NA,NA,NA
631,194640,NA,2021-09-29,"Team Willis",3,1,0,NA,NA,35.13654,-120.62676,153,147,0,0,0,6,0,0,85,0,6,1,10,51,0,0,1,0,NA,0,0,0,1,19,1,0,0,0,1,0,0,3,60,0,0,0,0,NA,5,1,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,8,43,"tides",3,0,0.0066,NA,NA,NA
632,194877,NA,2021-09-30,"Lee Ann",2,16.56,0,NA,NA,35.09898,-120.61941,88,34,0,0,0,53,0,13,17,0,3,1,2,51,13,0,36,0,NA,0,1,0,0,1,0,0,1,4,1,1,0,0,9,0,0,0,0,NA,3,0,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,0,4,12,"tides",2,0,0.352,NA,NA,NA
633,194905,NA,2021-09-30,"Michel/Rich",2,0.4,0,NA,NA,35.3032,-120.8609,21,17,0,0,0,4,0,0,11,2,0,1,0,7,0,0,2,0,NA,0,5,0,0,2,0,0,0,0,0,0,0,0,4,0,2,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,5,"tides",2,0,3.2391,NA,NA,NA
634,203696,NA,2021-10-02,"PBC",1,5.33,0,NA,NA,34.96498,-120.65034,54,34,0,5,0,14,0,0,24,7,0,6,1,15,0,0,7,0,NA,0,1,0,0,5,5,2,1,1,2,0,0,2,6,0,7,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,1,7,"tides",1,0,0.0118,NA,NA,NA
635,195468,NA,2021-10-02,"Team klopfer",4,10.97,0,NA,NA,35.1226,-120.63367,361,276,0,7,0,69,0,0,90,0,0,0,73,189,0,0,63,0,NA,0,10,0,0,24,1,3,9,3,20,3,0,6,20,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,20,106,"tides",4,0,1.2057,NA,NA,NA
636,196146,NA,2021-10-06,"Metta",1,8.91,0,NA,NA,35.14643,-120.64636,128,109,1,2,0,15,0,2,42,1,2,9,40,31,2,0,10,0,NA,0,7,0,0,5,3,0,1,2,0,3,0,1,21,0,1,0,0,NA,1,1,NA,NA,NA,NA,0,7,NA,NA,NA,0,0,0,1,28,"tides",1,0,0.004,NA,NA,NA
637,196902,NA,2021-10-09,"Metta",1,9.07,0,NA,NA,35.12292,-120.63398,138,64,1,4,0,66,0,1,34,1,7,4,32,56,1,0,6,0,NA,0,6,0,1,9,4,1,3,1,0,2,0,1,9,0,1,0,0,NA,6,1,NA,NA,NA,NA,0,9,NA,NA,NA,0,0,0,45,8,"tides",1,0,0,NA,NA,NA
638,196958,NA,2021-10-09,"Team Sierra City Hike",2,12.77,0,NA,NA,35.17731,-120.7198,167,120,14,17,0,16,0,1,84,2,5,0,11,64,1,0,7,0,NA,0,4,0,0,4,27,16,0,4,2,2,0,4,21,0,2,0,0,NA,3,2,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,0,1,56,"tides",2,0,4.6836,NA,NA,NA
639,197044,NA,2021-10-10,"Oracle -NAM",1,0.29,0,NA,NA,34.45946,-120.02649,11,10,0,0,0,1,0,0,5,0,0,0,0,6,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,2,4,"tides",1,0,0.4228,NA,NA,NA
640,201867,NA,2021-10-17,"Morales family",2,4.39,0,NA,NA,35.42098,-120.87909,97,15,1,64,0,17,0,0,72,0,1,0,8,16,0,0,16,0,NA,0,0,0,0,11,4,56,0,0,0,0,0,0,1,0,0,0,0,NA,0,1,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,"tides",2,0,0.0135,NA,NA,NA
641,202020,NA,2021-10-18,"none",1,2.97,0,NA,NA,35.17839,-120.73269,37,26,0,4,0,7,0,0,23,0,0,3,2,9,0,0,10,0,NA,0,1,0,0,5,2,0,0,1,1,2,0,0,11,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,2,"tides",1,0,0.9353,NA,NA,NA
642,202080,NA,2021-10-18,"ECOSLO & County Parks",11,239,0,NA,NA,35.176259428529,-120.71936575888,873,433,301,121,0,4,2,3,578,0,4,0,113,163,3,0,0,0,NA,6,0,0,0,68,309,69,12,3,25,2,0,15,81,0,0,0,0,NA,3,0,NA,NA,NA,NA,0,1,NA,NA,NA,1,65,0,5,93,"tides",11,0,2,4,NA,NA
643,203674,NA,2021-10-27,"none",1,0.07,0,NA,NA,35.17832,-120.73269,3,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,2,"tides",1,0,0.1239,NA,NA,NA
644,203677,NA,2021-10-27,"Metta",1,59.23,0,NA,NA,35.1427,-120.64483,415,375,6,12,0,16,0,3,278,2,4,21,30,71,1,0,22,0,NA,0,9,0,9,168,23,7,6,4,4,9,0,3,42,0,2,0,0,NA,3,1,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,0,6,60,"tides",1,0,0,NA,NA,NA
645,203678,NA,2021-10-27,"none",1,2.44,0,NA,NA,35.17973,-120.73764,87,84,0,1,0,2,0,0,25,1,0,2,2,57,0,0,3,0,NA,0,0,0,0,20,1,0,0,0,2,0,0,0,2,0,1,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,56,"tides",1,0,0.4609,NA,NA,NA
646,203692,NA,2021-10-27,"ECOSLO Gravell Family",2,7.82,0,NA,NA,35.14275,-120.64263,415,363,1,19,0,28,0,1,122,1,15,0,170,102,1,0,0,0,NA,0,3,0,20,5,9,17,4,9,7,19,0,2,31,0,1,0,0,NA,0,15,NA,NA,NA,NA,0,11,NA,NA,NA,0,0,0,4,98,"tides",2,0,0.2602,NA,NA,NA
647,203697,NA,2021-10-27,"PBC",1,5.35,0,NA,NA,35.30349,-120.87527,128,110,0,0,0,17,0,0,58,4,0,1,1,63,0,0,12,0,NA,0,12,0,9,10,0,0,1,2,4,7,0,0,14,0,4,0,0,NA,0,0,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,0,1,50,"tides",1,0,0,NA,NA,NA
648,203894,NA,2021-10-28,"none",1,2.55,0,NA,NA,35.17834,-120.73332,83,75,1,1,0,5,0,0,35,0,0,1,3,43,0,0,6,0,NA,0,1,0,0,16,1,0,1,0,1,0,0,0,16,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,1,37,"tides",1,0,0.9386,NA,NA,NA
649,203926,NA,2021-10-28,"none",1,0.11,0,NA,NA,35.12042,-120.62274,4,3,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,NA,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,1,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,"tides",1,0,0.4281,NA,NA,NA
650,204153,NA,2021-10-29,"none",1,0.77,0,NA,NA,35.17837,-120.73283,57,53,0,0,0,4,0,0,8,0,2,0,0,47,0,0,1,0,NA,0,0,0,0,5,0,0,0,0,1,0,0,0,2,0,0,0,0,NA,1,1,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,3,43,"tides",1,0,0.9912,NA,NA,NA
651,205137,NA,2021-11-04,"none",1,0.04,0,NA,NA,35.11871,-120.6195,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,"tides",1,0,0.0201,NA,NA,NA
652,205140,NA,2021-11-04,"none",1,0.35,0,NA,NA,35.11867,-120.61923,7,3,0,0,0,3,0,0,2,0,0,0,0,4,0,0,2,0,NA,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,1,1,"tides",1,0,0.0234,NA,NA,NA
653,205289,NA,2021-11-05,"Morales family",2,2.28,0,NA,NA,35.44271,-120.89798,70,69,0,0,0,1,0,0,28,1,0,2,6,33,0,0,2,0,NA,0,2,0,0,15,1,0,0,0,2,0,0,0,8,0,1,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,33,"tides",2,0,0.2362,NA,NA,NA
654,205493,NA,2021-11-06,"none",1,0.59,0,NA,NA,35.1183,-120.61959,8,6,1,1,0,0,0,0,4,0,0,0,3,1,0,0,0,0,NA,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,1,"tides",1,0,0,NA,NA,NA
655,206077,NA,2021-11-10,"Metta",1,9.69,0,NA,NA,35.14641,-120.64635,311,271,2,11,0,25,0,0,174,2,11,11,57,54,0,0,10,0,NA,0,8,0,0,94,10,3,2,2,2,8,0,2,45,0,2,0,0,NA,6,5,NA,NA,NA,NA,0,2,NA,NA,NA,0,0,0,8,41,"tides",1,0,0.008,NA,NA,NA
656,206483,NA,2021-11-12,"Journey Christian Fellowship",2,2.29,0,NA,NA,35.15571,-120.6775,22,12,0,1,0,9,0,0,6,2,0,1,3,10,0,0,4,0,NA,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,2,0,0,NA,0,0,NA,NA,NA,NA,0,3,NA,NA,NA,0,0,0,1,6,"tides",2,0,0.8327,NA,NA,NA
657,208187,NA,2021-11-21,"Oracle -NAM",1,0.43,0,NA,NA,34.46386,-120.07037,19,17,0,1,0,1,0,0,15,0,0,0,0,4,0,0,0,0,NA,0,0,0,0,5,0,0,0,0,2,2,0,0,6,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,1,3,"tides",1,0,0.0703,NA,NA,NA
658,213600,NA,2022-01-01,"none",1,22,0,NA,NA,35.1762,-120.72688,20,9,0,0,0,11,0,1,4,0,0,1,0,14,0,0,12,0,NA,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,1,2,"tides",1,0,0.249,NA,NA,NA
659,215873,NA,2022-01-15,"Morales family",2,0.92,0,NA,NA,35.42871,-120.88369,22,19,0,0,0,3,0,0,3,1,1,0,0,17,0,0,1,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,16,"tides",2,0,1.0755,NA,NA,NA
660,216249,NA,2022-01-17,"ECOSLO",24,181,0,NA,NA,35.1761669229,-120.71935987446,443,243,117,67,0,5,1,0,208,2,10,0,104,109,0,0,0,0,NA,1,4,1,0,52,72,18,10,3,5,2,0,0,50,0,0,2,0,NA,5,1,NA,NA,NA,NA,0,0,NA,NA,NA,0,68,0,5,36,"tides",24,0,1,7,NA,NA
661,216305,NA,2022-01-22,"Oracle -NAM",1,1.04,0,NA,NA,34.46114,-120.00928,25,24,0,0,0,0,0,0,17,0,0,1,0,6,0,0,1,0,NA,0,0,0,0,5,1,0,1,1,1,4,0,0,5,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,6,"tides",1,0,1.4492,NA,NA,NA
662,216410,NA,2022-01-24,"ECOSLO",1,2.49,0,NA,NA,35.37139,-120.86472,88,69,0,4,0,8,0,0,46,0,5,2,24,4,0,0,5,0,NA,0,0,0,3,6,1,2,7,0,11,1,0,0,22,0,0,0,0,NA,0,5,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,1,"tides",1,0,0.4124,NA,NA,NA
663,226249,NA,2022-03-15,"ECOSLO",12,198,0,NA,NA,35.176241889376,-120.71934966562,585,307,124,115,0,3,19,0,377,2,5,0,77,107,0,0,0,0,NA,0,11,16,7,80,109,63,17,4,6,26,0,5,50,1,0,0,1,NA,3,0,NA,NA,NA,NA,0,0,NA,NA,NA,1,50,0,1,56,"tides",12,0,1,3,NA,NA
664,228620,NA,2022-04-09,"Oracle -NAM",1,1.6,0,NA,NA,34.46007,-120.02746,24,21,2,1,0,0,0,0,19,0,0,0,1,4,0,0,0,0,NA,0,1,0,1,1,2,1,0,0,0,3,0,0,10,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,4,"tides",1,0,0.6851,NA,NA,NA
665,229258,NA,2022-04-18,"none",1,22.58,0,NA,NA,35.13834,-120.64271,56,40,1,3,0,10,0,1,25,0,7,2,7,12,0,0,3,0,NA,0,4,0,0,0,6,3,2,1,1,1,0,6,3,0,0,0,0,NA,1,6,NA,NA,NA,NA,0,2,NA,NA,NA,0,0,0,0,11,"tides",1,0,1.1069,NA,NA,NA
666,229314,NA,2022-04-19,"none",1,23.53,0,NA,NA,35.13874,-120.64076,68,46,0,5,0,15,0,1,33,0,2,3,11,16,0,0,7,0,NA,0,5,0,2,4,3,1,2,0,1,2,0,4,11,0,0,0,0,NA,1,1,NA,NA,NA,NA,0,3,NA,NA,NA,0,0,0,6,6,"tides",1,0,0.1058,NA,NA,NA
667,229384,NA,2022-04-20,"none",1,0.18,0,NA,NA,35.12297,-120.63511,14,12,0,2,0,0,0,0,7,0,0,1,1,5,0,0,0,0,NA,0,0,0,0,2,1,0,0,2,0,0,0,2,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,5,"tides",1,0,0.0299,NA,NA,NA
668,229391,NA,2022-04-20,"none",1,2.19,0,NA,NA,35.12318,-120.63548,46,32,1,9,0,4,0,0,31,0,2,1,4,8,0,0,3,0,NA,0,2,0,1,6,6,3,0,1,1,4,0,2,5,0,0,0,0,NA,0,2,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,6,"tides",1,0,1.4812,NA,NA,NA
669,229395,NA,2022-04-20,"none",1,4.33,0,NA,NA,35.09112,-120.61724,38,24,0,4,0,9,0,4,19,0,0,0,4,10,4,0,3,0,NA,0,1,0,1,5,1,1,1,1,2,2,0,2,3,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,0,2,5,"tides",1,0,1.1631,NA,NA,NA
670,229404,NA,2022-04-20,"none",1,5.07,0,NA,NA,35.16905,-120.69411,50,32,1,5,0,11,0,3,31,0,2,1,2,10,3,0,5,0,NA,0,1,0,4,3,5,3,1,2,3,4,0,2,4,0,0,0,0,NA,0,2,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,2,4,"tides",1,0,0.0259,NA,NA,NA
671,229405,NA,2022-04-20,"none",1,2.17,0,NA,NA,35.16809,-120.69523,27,16,0,5,0,6,0,1,14,0,1,1,3,7,1,0,4,0,NA,0,1,0,0,2,2,4,0,1,1,1,0,1,1,0,0,0,0,NA,0,1,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,0,0,4,"tides",1,0,0.0188,NA,NA,NA
672,230522,NA,2022-04-20,"none",1,8.46,0,NA,NA,35.1229,-120.6331,93,57,0,1,0,35,0,2,28,1,2,5,9,46,2,0,32,0,NA,0,1,0,0,7,1,0,0,0,6,1,0,1,11,0,1,0,0,NA,1,1,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,0,6,12,"tides",1,0,0.0249,NA,NA,NA
673,229462,NA,2022-04-21,"none",1,1.79,0,NA,NA,35.16071,-120.68602,41,27,0,6,0,7,0,1,17,0,2,0,5,15,1,0,1,0,NA,0,1,0,1,2,3,4,1,1,0,1,0,2,2,0,0,0,0,NA,0,2,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,0,4,10,"tides",1,0,0.2047,NA,NA,NA
674,230514,NA,2022-04-27,"none",1,7.52,0,NA,NA,35.13889,-120.63943,80,9,0,6,0,65,0,0,13,0,5,0,1,61,0,0,59,0,NA,0,2,0,0,5,1,4,0,0,0,1,0,0,0,0,0,0,0,NA,0,5,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,1,1,"tides",1,0,0.1947,NA,NA,NA
675,230515,NA,2022-04-27,"ECOSLO & County Parks",35,169,0,NA,NA,35.17621558064,-120.71934966562,174,118,30,21,0,1,0,0,75,2,3,0,32,58,0,0,0,0,NA,0,0,0,0,16,25,12,4,0,4,0,0,0,21,0,0,2,0,NA,0,0,NA,NA,NA,NA,0,2,NA,NA,NA,0,15,0,2,38,"tides",35,0,1,5,NA,NA
676,230516,NA,2022-04-27,"none",1,1.61,0,NA,NA,35.13624,-120.64094,68,39,0,17,0,9,0,0,30,0,3,2,9,21,0,0,6,0,NA,0,0,0,0,17,0,0,3,2,0,5,0,0,6,0,0,0,0,NA,1,2,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,15,"tides",1,0,0.2555,NA,NA,NA
677,230517,NA,2022-04-27,"none",1,10.23,0,NA,NA,35.11422,-120.62364,126,62,2,8,0,52,0,2,62,2,7,0,7,44,2,0,37,0,NA,0,4,0,4,8,8,5,2,3,2,9,0,2,17,0,2,0,0,NA,0,7,NA,NA,NA,NA,0,4,NA,NA,NA,0,0,0,5,2,"tides",1,0,0,NA,NA,NA
678,230526,NA,2022-04-27,"none",1,3.23,0,NA,NA,35.13203,-120.63407,60,25,2,10,0,22,0,1,27,0,0,1,8,22,1,0,21,0,NA,0,1,0,0,4,7,6,1,0,0,1,0,0,8,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,1,"tides",1,0,0.4702,NA,NA,NA
679,230527,NA,2022-04-27,"none",1,4.05,0,NA,NA,35.12283,-120.63353,64,39,3,4,0,18,0,0,21,0,2,1,14,26,0,0,14,0,NA,0,3,0,1,3,4,2,0,0,0,0,0,0,8,0,0,0,0,NA,2,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,4,8,"tides",1,0,0.4939,NA,NA,NA
680,230528,NA,2022-04-27,"none",1,2.94,0,NA,NA,35.12287,-120.63354,61,40,0,2,0,19,0,0,22,0,1,1,9,28,0,0,17,0,NA,0,0,0,0,0,0,2,0,1,1,1,0,1,16,0,0,0,0,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,2,9,"tides",1,0,1.3685,NA,NA,NA
681,230529,NA,2022-04-27,"none",1,1.32,0,NA,NA,35.13206,-120.63395,34,23,0,4,0,7,0,0,24,0,1,0,3,6,0,0,6,0,NA,0,4,0,0,1,1,3,0,3,2,1,0,1,8,0,0,0,0,NA,0,1,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,"tides",1,0,0.4101,NA,NA,NA
682,230869,NA,2022-04-28,"Nate",1,3.25,0,NA,NA,35.13575,-120.64052,66,37,2,5,0,21,0,0,26,0,6,0,2,31,0,0,11,0,NA,0,3,0,0,9,4,2,1,1,3,1,0,2,1,0,0,0,0,NA,2,4,NA,NA,NA,NA,0,2,NA,NA,NA,0,0,0,3,17,"tides",1,0,0.0332,NA,NA,NA
683,230850,NA,2022-05-01,"Snake gang",2,3.29,0,NA,NA,35.13986,-120.64389,54,36,0,4,0,14,0,0,17,0,0,2,4,31,0,0,16,0,NA,0,0,0,0,2,4,3,0,0,4,0,0,0,4,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,17,"tides",2,0,0.7243,NA,NA,NA
684,230856,NA,2022-05-01,"Snake gang",2,4.6,0,NA,NA,35.13989,-120.64408,83,56,2,1,0,19,0,0,39,0,3,1,3,32,0,0,15,0,NA,0,1,0,1,3,7,1,5,1,4,1,0,1,19,0,0,0,0,NA,1,2,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,2,16,"tides",2,0,0.3963,NA,NA,NA
685,230871,NA,2022-05-01,"Nate",1,0.04,0,NA,NA,35.13537,-120.64046,3,3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,NA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,1,"tides",1,0,0.0527,NA,NA,NA
